mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__max_features,param_rf__n_estimators,param_selectkbest__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
42.76351637840271,8.650986151380152,4.258676910400391,3.1939108794630386,,sqrt,200,5000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5263157894736842,0.5085441912684239,0.5214743474491284,0.5302462772736898,0.5085441393917596,0.5190249489713371,0.00899741927969783,37
66.11506776809692,6.827616788162345,8.32059965133667,3.0571624480965416,,sqrt,200,10000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5263157894736842,0.5085441912684239,0.5214743474491284,0.5302462772736898,0.5085441393917596,0.5190249489713371,0.00899741927969783,37
63.838846111297606,9.737928226606634,8.634072399139404,4.4890493150444035,,sqrt,200,20000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5263157894736842,0.5085441912684239,0.5214743474491284,0.5302462772736898,0.5085441393917596,0.5190249489713371,0.00899741927969783,37
115.81054039001465,14.559090975442626,10.007658243179321,1.3283514987305618,,sqrt,400,5000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5219298245614035,0.5041582263561432,0.5214743474491284,0.5302462772736898,0.5129301043040403,0.5181477559888811,0.008884540496381287,40
114.21271286010742,3.9078384462756546,12.740274953842164,1.3090425657409488,,sqrt,400,10000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5219298245614035,0.5041582263561432,0.5214743474491284,0.5302462772736898,0.5129301043040403,0.5181477559888811,0.008884540496381287,40
113.96508264541626,1.925293404857022,11.247937488555909,2.4997022302905694,,sqrt,400,20000,"{'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5219298245614035,0.5041582263561432,0.5214743474491284,0.5302462772736898,0.5129301043040403,0.5181477559888811,0.008884540496381287,40
152.5850895881653,10.609392400319095,11.337131643295288,0.9423557149916457,,0.2,200,5000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.6119854407140602,0.6024164259430174,0.6123270485482666,0.6414346330412686,0.6075990089118011,0.6151525114316828,0.01362370557249014,10
152.67989792823792,3.66958287457833,15.19318675994873,7.423950032723771,,0.2,200,10000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.6119854407140602,0.6024164259430174,0.6123270485482666,0.6414346330412686,0.6075990089118011,0.6151525114316828,0.01362370557249014,10
160.64067873954772,4.8934848275438645,11.788345670700073,2.176937894971337,,0.2,200,20000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.6119854407140602,0.6024164259430174,0.6123270485482666,0.6414346330412686,0.6075990089118011,0.6151525114316828,0.01362370557249014,10
249.7934893131256,8.464911846972154,15.351249170303344,2.1219017966562044,,0.2,400,5000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.6424594565438877,0.6070301294114356,0.6079410836359859,0.6458205979535493,0.6073712184789993,0.6221244972047717,0.018009353984659002,7
245.3480012893677,2.9733405841395006,15.061276578903199,2.6672107365152753,,0.2,400,10000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.6424594565438877,0.6070301294114356,0.6079410836359859,0.6458205979535493,0.6073712184789993,0.6221244972047717,0.018009353984659002,7
254.43400926589965,8.34110689813283,15.583033466339112,2.743447676359313,,0.2,400,20000,"{'rf__max_depth': None, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.6424594565438877,0.6070301294114356,0.6079410836359859,0.6458205979535493,0.6073712184789993,0.6221244972047717,0.018009353984659002,7
285.09053173065183,7.227600031490331,19.952058792114258,12.38038997799536,,0.5,200,5000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.6640476732710848,0.6330043110509136,0.6297570389193207,0.6584091463000475,0.6023018822683132,0.6375040103619359,0.022185776668701907,4
281.36979508399963,3.315205235054152,12.134632396697999,3.4461179741666372,,0.5,200,10000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.6640476732710848,0.6330043110509136,0.6297570389193207,0.6584091463000475,0.6023018822683132,0.6375040103619359,0.022185776668701907,4
286.47225017547606,5.284245619479468,10.797245645523072,0.3411091998289137,,0.5,200,20000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.6640476732710848,0.6330043110509136,0.6297570389193207,0.6584091463000475,0.6023018822683132,0.6375040103619359,0.022185776668701907,4
509.1211679458618,8.371399503248952,11.065850114822387,1.3522563719596579,,0.5,400,5000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.6642754118272224,0.6283906075824953,0.6341430038316014,0.6627951112123283,0.6024157774847141,0.6384039823876723,0.023142309875931296,1
490.1633037090302,2.7395118417615096,11.662713432312012,2.2803720967360137,,0.5,400,10000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.6642754118272224,0.6283906075824953,0.6341430038316014,0.6627951112123283,0.6024157774847141,0.6384039823876723,0.023142309875931296,1
421.55190620422366,18.07339753688958,5.1191833972930905,2.5887590969996555,,0.5,400,20000,"{'rf__max_depth': None, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.6642754118272224,0.6283906075824953,0.6341430038316014,0.6627951112123283,0.6024157774847141,0.6384039823876723,0.023142309875931296,1
39.458411407470706,2.51243635895872,10.999609518051148,1.602538115004584,10,sqrt,200,5000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
31.021113252639772,2.1744983436549004,8.191273498535157,0.5564901199047498,10,sqrt,200,10000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
26.80073461532593,0.6873833203921226,6.7700145721435545,0.4573865621505614,10,sqrt,200,20000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
25.60017023086548,4.474444216351772,4.220214080810547,1.5035692201331439,10,sqrt,400,5000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
11.068844366073609,1.2345931267874841,2.449276638031006,0.5022184909246802,10,sqrt,400,10000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
11.072646617889404,0.4408061201153858,3.055111312866211,0.40150437103462777,10,sqrt,400,20000,"{'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
13.305278301239014,1.9681804786074835,4.308649206161499,0.9061930263143633,10,0.2,200,5000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5262019201956154,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.5172021739999201,0.5235703256852478,0.006580707403213727,31
14.206164693832397,2.4199716975300287,2.7679476737976074,1.158320237137817,10,0.2,200,10000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5262019201956154,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.5172021739999201,0.5235703256852478,0.006580707403213727,31
14.093944311141968,1.4240493131013405,4.125759220123291,0.35389367665511534,10,0.2,200,20000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5262019201956154,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.5172021739999201,0.5235703256852478,0.006580707403213727,31
23.623843717575074,2.2789559590145947,5.52115569114685,1.159767618303894,10,0.2,400,5000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5218159552833347,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.517316069216321,0.5227159117460717,0.006443497926874045,34
27.280656862258912,2.7735637968306506,4.354712915420532,1.5953369171733156,10,0.2,400,10000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5218159552833347,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.517316069216321,0.5227159117460717,0.006443497926874045,34
25.64265856742859,3.5422421137063917,3.528860092163086,1.1226185440233858,10,0.2,400,20000,"{'rf__max_depth': 10, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5218159552833347,0.5219298245614035,0.5349738500201768,0.5175438596491229,0.517316069216321,0.5227159117460717,0.006443497926874045,34
27.945366954803468,0.7930014931161066,5.223051500320435,1.1146915515322309,10,0.5,200,5000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
29.228646278381348,1.45622229654469,3.8324474811553957,1.3453973940916566,10,0.5,200,10000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
29.09633026123047,0.8094695828839978,4.26704478263855,1.061651688710288,10,0.5,200,20000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
57.31667151451111,6.0456049812823505,8.157384252548217,1.5059027337534552,10,0.5,400,5000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
59.788299798965454,3.275348780812103,5.555364418029785,3.164599694993189,10,0.5,400,10000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
56.16959295272827,2.742536416516171,4.933581829071045,1.6739332676919945,10,0.5,400,20000,"{'rf__max_depth': 10, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5260880509175466,0.5263157894736842,0.5347461114640393,0.5175438596491229,0.5169743835671182,0.5243336390143022,0.00656789477155549,25
20.227797746658325,6.602619995925656,4.154772472381592,2.531605753096696,20,sqrt,200,5000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
12.800639152526855,0.45856128514367045,3.267113780975342,0.5318113533962825,20,sqrt,200,10000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
12.697361755371094,2.2115931541845133,2.7796395778656007,0.7208663396481786,20,sqrt,200,20000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
15.419284677505493,1.592228932822904,4.371562814712524,1.0007922371356879,20,sqrt,400,5000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
16.652627611160277,1.0320831567296052,4.082271718978882,0.7224252576570314,20,sqrt,400,10000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
17.11853971481323,2.2862061044063533,5.182620048522949,0.8992850819679835,20,sqrt,400,20000,"{'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,43
21.097211837768555,1.5242957859621307,4.7147331714630125,0.9613046652312357,20,0.2,200,5000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5259741816394778,0.5305878851078961,0.5389043378201824,0.5219298245614035,0.5257463133916797,0.5286285085041278,0.005825061221021077,19
23.176954078674317,3.360243989587674,5.133812952041626,0.9475163393173852,20,0.2,200,10000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5259741816394778,0.5305878851078961,0.5389043378201824,0.5219298245614035,0.5257463133916797,0.5286285085041278,0.005825061221021077,19
24.704474353790282,2.607611171004525,3.728283500671387,0.6555468539038303,20,0.2,200,20000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5259741816394778,0.5305878851078961,0.5389043378201824,0.5219298245614035,0.5257463133916797,0.5286285085041278,0.005825061221021077,19
46.46613516807556,7.7561119750197225,7.249913311004638,1.31471513065288,20,0.2,400,5000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5259741816394778,0.5304740158298273,0.5389043378201824,0.5219298245614035,0.5213603484793989,0.5277285416660579,0.006475999253980094,22
48.67176156044006,3.4584533873717813,6.1811285495758055,1.8854515368160334,20,0.2,400,10000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5259741816394778,0.5304740158298273,0.5389043378201824,0.5219298245614035,0.5213603484793989,0.5277285416660579,0.006475999253980094,22
51.52876873016358,3.7078329799366285,6.333108949661255,1.3099014374925784,20,0.2,400,20000,"{'rf__max_depth': 20, 'rf__max_features': 0.2, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5259741816394778,0.5304740158298273,0.5389043378201824,0.5219298245614035,0.5213603484793989,0.5277285416660579,0.006475999253980094,22
51.46914238929749,2.3489502237938242,6.973030424118042,1.5760118235167622,20,0.5,200,5000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 5000}",0.5303601465517586,0.5303601465517586,0.5476762676447439,0.5305878851078961,0.5257463133916797,0.5329461518495673,0.00758617497800374,13
55.560589981079104,2.5522723367685214,5.104435300827026,0.7927993071416435,20,0.5,200,10000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 10000}",0.5303601465517586,0.5303601465517586,0.5476762676447439,0.5305878851078961,0.5257463133916797,0.5329461518495673,0.00758617497800374,13
52.43398189544678,3.1039236083901374,7.981814050674439,1.1685269480797766,20,0.5,200,20000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 200, 'selectkbest__k': 20000}",0.5303601465517586,0.5303601465517586,0.5476762676447439,0.5305878851078961,0.5257463133916797,0.5329461518495673,0.00758617497800374,13
104.96097869873047,2.7081751957390074,8.97506160736084,1.104833417054349,20,0.5,400,5000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 5000}",0.5302462772736898,0.5258603123614091,0.5520622325570246,0.5305878851078961,0.5257463133916797,0.5329006041383397,0.009801139816021326,16
105.96233072280884,4.049901336627334,7.393516778945923,1.0275440118070598,20,0.5,400,10000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 10000}",0.5302462772736898,0.5258603123614091,0.5520622325570246,0.5305878851078961,0.5257463133916797,0.5329006041383397,0.009801139816021326,16
91.4977958202362,6.545190421195972,2.8690693378448486,1.8561621182206407,20,0.5,400,20000,"{'rf__max_depth': 20, 'rf__max_features': 0.5, 'rf__n_estimators': 400, 'selectkbest__k': 20000}",0.5302462772736898,0.5258603123614091,0.5520622325570246,0.5305878851078961,0.5257463133916797,0.5329006041383397,0.009801139816021326,16
